Number,Gender,GivenName,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,Age,Color,Occupation,Company,Vehicle,Domain,BloodType,Kilograms,Centimeters,Birthday
1130,female,Sylvía,Mínervudóttir,Hamarstígur 82,Siglufjörður,580,SylviaMinervudottir@jourrapide.com,449 8340,26,Green,Recreational vehicle service technician,Payless Cashways,2002 Kia Shuma,GunInstructions.is,O-,69.4,163,4/11/1993
1131,female,Elínbjörg,Sigtryggsdóttir,Breidamork 72,Hveragerði,810,ElinbjorgSigtryggsdottir@rhyta.com,459 0208,48,Blue,Shuttle car operator,Superior Interactive,2005 Chevrolet Corvette,TechInstitution.is,O+,78.2,170,2/17/1971
1132,male,Agnar,Unnarsson,Höfðastígur 57,Bolungarvík,415,AgnarUnnarsson@rhyta.com,426 8097,81,Red,Resort desk clerk,Matrix Design,2006 Lexus GS,JavaFly.is,A+,76.3,181,1/19/1938
1133,female,Anna,Bernódusdóttir,Austurstraeti 60,Reykjavík,109,AnnaBernodusdottir@teleworm.us,412 6639,43,Green,CAD operator,Leonard Krower & Sons,2001 Honda S-MX,FavoriteChefs.is,O+,54.4,157,1/8/1976
1134,female,Ísfold,Lúthersdóttir,Borgarholtsbraut 14,Kópavogur,200,IsfoldLuthersdottir@jourrapide.com,438 0089,42,Green,Automated teller machine technician,Unity Stationers,1998 Holden Nova,MortgageYour.is,A+,87.6,157,12/21/1976
1135,female,Salvör,Haraldsdóttir,Strandgata 77,Eskifjörður,735,SalvorHaraldsdottir@dayrep.com,485 0062,59,Purple,Cost accountant,Chatham,2001 Infiniti G35,AutomobileMedia.is,B+,102.3,163,11/9/1959
1136,male,Hugi,Skjaldarson,Bjarnarbraut 47,Norðurfjörður,524,HugiSkjaldarson@cuvox.de,482 7894,53,Blue,Structural metal fitter,Quality Merchant Services,1996 Fiat Duna,TypoShow.is,O+,99,185,6/10/1966
1137,female,Guðfinna,Steinarsdóttir,Hverafold 38,Reykjavík,111,GudfinnaSteinarsdottir@jourrapide.com,486 0007,47,Green,Childcare worker,Rustler Steak House,2011 Nissan 370Z,OrganizationTrust.is,B+,51.5,168,7/5/1972
1138,male,Hans,Þorfinnsson,Klausturvegi 5,Hvolsföllur,860,HansTHorfinnsson@jourrapide.com,484 4936,38,Blue,X-ray technician,HouseWorks!,2015 Lincoln MKT,PhoneActivities.is,B+,67.5,174,9/11/1981
1139,female,Guðríður,Pétursdóttir,Hagatorg 24,Reykjavík,101,GudridurPetursdottir@superrito.com,453 1374,71,Red,Front-end mechanic,Gamma Gas,2011 Renault Thalia,TicketTuesday.is,O+,56.8,159,9/19/1948
1140,female,Eyrún,Björgvinsdóttir,Thingvallastraeti 80,Akureyri,601,EyrunBjorgvinsdottir@rhyta.com,414 5855,65,Yellow,Project control specialist,Cougar Investment,2009 Porsche Cayman,BradingStation.is,O+,96,153,3/5/1954
1141,male,Arnþór,Georgsson,Bjarg Dalbraut 50,Búðardalur,370,ArnthorGeorgsson@jourrapide.com,461 8205,60,Blue,Labor economist,Licorice Pizza,1996 Mitsubishi FTO,BreastBuys.is,O+,81.6,175,3/8/1959
1142,female,Hrund,Halldórsdóttir,Merkigerði 70,Laugarvatn,840,HrundHalldorsdottir@fleckens.hu,479 2208,78,Yellow,Cutting machine operator,Practi-Plan Mapping,2001 Mitsubishi L 200,GolfingPublic.is,O+,72.6,167,6/3/1941
1143,male,Aðalbjörn,Dagbjartsson,Drangahrauni 82,Kópavogur,202,AdalbjornDagbjartsson@jourrapide.com,477 1966,55,Blue,Delivery services truck driver,Pay'N Takeit,2015 GMC Acadia,FightListings.is,A+,108.6,183,6/19/1964
1144,male,Bergvin,Brynjarsson,Geislagata 64,Hofsós,565,BergvinBrynjarsson@armyspy.com,476 6347,48,White,Addictions nurse,White Hen Pantry,2004 Dodge Dakota,CollegeBasketballAnalyst.is,AB+,93.2,176,7/31/1971
1145,female,Bergljót,Ottarsdóttir,Egilsgata 46,Borgarnes,311,BergljotOttarsdottir@fleckens.hu,477 2772,55,Orange,Pointer,All Wound Up,2007 Land Rover Range Rover Sport,TraderRating.is,B+,97.4,159,5/25/1964
1146,male,Júlíus,Hallgrímsson,Adalstraeti 62,Akureyri,602,JuliusHallgrimsson@superrito.com,419 6950,27,Brown,Hospital attendant,Source Club,2008 Ford Explorer,DenimColor.is,B+,63.8,180,2/18/1992
1147,male,Bjarni,Ómarsson,Sundlaugavegur 89,Keflavík,232,BjarniOmarsson@einrot.com,479 7335,19,Blue,Tree trimmer,Golf Augusta Pro Shops,2002 Saturn SC,DownloadTXT.is,A+,79.3,182,7/17/2000
1148,female,Gunnhildur,Óladóttir,Adalstraeti 81,Akureyri,602,GunnhildurOladottir@armyspy.com,446 6204,34,Purple,Meat cutter,Adaptas,2008 Maybach 57,AfricanCDs.is,A+,73,156,5/22/1985
1149,female,Olga,Grímsdóttir,Akurgerði 96,Ísafjörður,400,OlgaGrimsdottir@einrot.com,441 0297,77,Blue,Constructor,Fretter,2004 Kia Sephia II,CodeEnthusiast.is,O-,74.2,155,6/7/1942
1150,female,Þórhalla,Sigmarsdóttir,Fitjabraut 28,Keflavík,230,THorhallaSigmarsdottir@dayrep.com,478 6456,24,Green,Educational consultant,Total Yard Management,2015 Lincoln MKT,TucsonEntrepreneur.is,B-,78.3,165,8/2/1995
1151,male,Ellert,Helguson,Laufásgötu 47,Vestmannaeyjar,902,EllertHelguson@superrito.com,420 6678,76,Blue,Clerical assistant,Blue Boar Cafeterias,2007 BMW 116,DevilSeries.is,O+,85.6,175,11/3/1942
1152,male,Úlfar,Guðnason,Breidamork 28,Hveragerði,810,UlfarGudnason@gustr.com,420 7091,63,Blue,Electronics engineer,American Appliance,1997 Infiniti Q45,LaunchPlans.is,A+,110.5,183,9/10/1956
1153,female,Matthildur,Hafsteinsdóttir,Klausturvegi 91,Hvolsföllur,860,MatthildurHafsteinsdottir@gustr.com,483 0198,79,Purple,ASE teacher,Griff's Hamburgers,2012 BMW 330,MediaChronicles.is,AB+,53.8,168,1/9/1940
1154,female,Elisabet,Valgeirsdóttir,Solvellir 34,Breiðdalsvík,760,ElisabetValgeirsdottir@rhyta.com,489 0885,24,Blue,Aerospace engineering and operations technician,Magik Gray,2004 Jaguar Concept Eight,AudioFail.is,O+,78.2,155,11/13/1994
1155,female,Sigurveig,Valdimarsdóttir,Heiðarbraut 3,Kópasker,671,SigurveigValdimarsdottir@jourrapide.com,483 4307,83,Yellow,Apartment manager,A+ Electronics,2011 BMW M3,TonerTools.is,B+,94.8,151,7/23/1936
1156,female,Kristbjörg,Matthíasdóttir,Höfðastígur 28,Bolungarvík,415,KristbjorgMatthiasdottir@jourrapide.com,427 1037,57,Green,Water transportation pilot,Sunflower Market,2006 Isuzu KB,LocalPersonalInjury.is,O+,55.5,158,3/4/1962
1157,female,Einara,Hrafnkelsdóttir,Reykjarhóli 40,Fljót,570,EinaraHrafnkelsdottir@jourrapide.com,453 3087,53,Brown,Hospice nurse,Sunny Real Estate Investments,2006 BMW M6,SkateLocation.is,A+,69.7,166,11/11/1965
1158,female,Ingunn,Hjartardóttir,Golfskálinn 80,Borgarnes,310,IngunnHjartardottir@jourrapide.com,431 2335,49,Red,PBX operator,Intelli Wealth Group,2010 Land Rover Freelander,OnSiteLending.is,B+,82.9,155,12/16/1969
1159,female,Ástríður,Birgisdóttir,Súluvegur 31,Þórshöfn,681,AstridurBirgisdottir@gustr.com,430 0771,59,Red,Roof bolter,Second Time Around,1997 Toyota 4Runner,FramingJob.is,B+,101.1,167,2/4/1960
1160,male,Haddur,Helguson,Ennisbraut 50,Reykjahlíð,660,HaddurHelguson@superrito.com,421 7220,72,Black,Beauty care specialist,Plunkett Home Furnishings,1999 Lotus Elise,ScoutPoker.is,B+,83.2,176,11/8/1946
1161,male,Vernharður,Hildisson,Drangahrauni 28,Kópavogur,202,VernhardurHildisson@fleckens.hu,420 0159,52,Blue,Harbor pilot,Consumers Food and Drug,2009 Renault Grand Scenic,MobileHelpers.is,O+,77.9,186,4/10/1967
1162,male,Eysteinn,Gíslason,Byggðavegur 12,Stykkishólmur,340,EysteinnGislason@einrot.com,456 9574,57,Blue,Auto damage appraiser,Littler's,2004 Mitsubishi Pajero,FreeGrade.is,A+,83.3,178,6/1/1962
1163,female,Guðrún,Finnbogadóttir,Sorlaskeid 96,Hafnafjörður,220,GudrunFinnbogadottir@einrot.com,464 7663,49,Blue,Distribution clerk,Auto Works,1992 Daihatsu Charade,LatinCafes.is,O+,98.3,153,4/16/1970
1164,male,Davíð,Steinþórsson,Tungata 48,Höfn,781,DavidSteinthorsson@armyspy.com,421 3608,84,Black,Teletype operator,Total Serve,2011 Kia Soul,ToledoInfo.is,O+,87,181,8/21/1935
1165,male,Ármann,Fróðason,Norðurbrún 97,Sauðarkrókur,551,ArmannFrodason@fleckens.hu,455 3700,67,Green,Outside order clerk,Mr. Steak,1997 Nissan Crew,MallCampus.is,B-,96.4,179,1/17/1952
1166,female,Kristrún,Valtýsdóttir,Suðurgata 99,Sauðarkrókur,550,KristrunValtysdottir@gustr.com,487 7038,62,Red,Fire inspector,Family Toy,2009 Ford Expedition,BuyImpressions.is,O+,85.6,162,9/16/1957
1167,male,Ilona,Hartvigsson,Stórholt 28,Kjörvogur,522,IlonaHartvigsson@rhyta.com,471 4664,65,Red,Funeral manager,Enviro Architectural Designs,2012 Acura RDX,MarketingAthletes.is,AB+,68.3,182,9/19/1954
1168,male,Klængur,Ásbjörnsson,Klausturvegur 39,Ísafjörður,401,KlaengurAsbjornsson@armyspy.com,422 8583,49,Blue,Organizational development consultant,Red Owl,2010 SsangYong Actyon,BuyBurners.is,O-,68.1,169,1/28/1970
1169,male,Bjarki,Hervinsson,Dalbraut 27,Króksfjarðarnes,380,BjarkiHervinsson@teleworm.us,449 1837,71,Orange,Carpet installer,Wag's,2012 Volkswagen GTI,BargainVentures.is,A-,94.4,170,9/7/1948
1170,male,Hreinn,Vagnsson,Ægissiða 70,Grenivík,610,HreinnVagnsson@superrito.com,415 2076,48,Blue,Paralegal,Monk House Maker,2009 Volvo C30,PodcastDen.is,B+,76.8,175,6/30/1971
1171,female,Stefanía,Ingveldardóttir,Guðmundsson 88,Flatey,345,StefaniaIngveldardottir@gustr.com,429 0298,52,Blue,State police officer,Thorofare,2007 Chevrolet Epica,PremiumHandyman.is,O+,61,158,5/27/1967
1172,male,Þorleifur,Albertsson,Skogarlond 41,Eiðar,705,THorleifurAlbertsson@einrot.com,463 5581,51,Blue,Rolling machine tender,Knockout Kickboxing,2005 Saturn Vue,PunkMovement.is,O+,67.5,178,7/25/1968
1173,female,Ellen,Hólmsteinsdóttir,Klapparstígur 25,Reykjavík,127,EllenHolmsteinsdottir@jourrapide.com,433 9625,62,Blue,Safety and health practitioner,Monlinks,1995 Porsche 928,SolutionLinks.is,O+,100.5,160,2/3/1957
1174,female,Snjólaug,Ásgeirsdóttir,Thingholtsstraeti 75,Reykjavík,108,SnjolaugAsgeirsdottir@gustr.com,417 5721,75,Blue,Restaurant manager,Federated Group,1998 Fiat Punto,PodcastOriginals.is,A+,56.2,161,7/29/1944
1175,female,Sveinhildur,Ingveldardóttir,Álfabyggð 35,Þingeyri,471,SveinhildurIngveldardottir@fleckens.hu,480 2781,26,Purple,Surgeon,Dun Rite Lawn Maintenance,1995 Aston Martin Virage,CardBrowse.is,B+,93.2,170,6/5/1993
1176,female,Dúfa,Ottarsdóttir,Adalstraeti 80,Akureyri,602,DufaOttarsdottir@jourrapide.com,478 4715,79,Blue,Public defender,Dun Rite Lawn Maintenance,1994 Renault Twingo,EclipseTool.is,B+,69,168,5/19/1940
1177,male,Sveinbjörn,Ásbjörnsson,Hrútafjörður 69,Brú,500,SveinbjornAsbjornsson@superrito.com,483 4329,43,Blue,Dishwasher,Matrix Architectural Service ,2012 BMW 320,TutorTesting.is,A+,100.5,184,2/24/1976
1178,male,Guðbjartur,Írisarson,Hverafold 70,Reykjavík,111,GudbjarturIrisarson@rhyta.com,453 5195,82,Blue,Gaming supervisor,The Record Shops at TSS,2007 Lincoln MKX,PeruLaws.is,B+,82.9,175,10/2/1936
1179,female,Karólína,Bragadóttir,Hrútafjörður 14,Brú,500,KarolinaBragadottir@cuvox.de,420 5869,69,Blue,Cardiopulmonary technologist,Webcom Business Services,2011 Fiat Sedici,BuyingRisk.is,O+,78.7,167,8/23/1950
1180,female,Eindís,Óladóttir,Norðurbrún 23,Sauðarkrókur,551,EindisOladottir@rhyta.com,445 6195,39,Blue,Refrigeration mechanic,Monk House Maker,2008 Opel Omega,PurchaseScooters.is,A+,62.5,159,7/26/1980
1181,male,Arnþór,Klemenzson,Hafnarbraut 15,Hólmavík,510,ArnthorKlemenzson@rhyta.com,466 0218,81,Green,Fisher,Budget Tapes & Records,1995 Ford Fairlane,SeekFashions.is,A+,94.8,177,6/11/1938
1182,male,Stígur,Margeirsson,Hverafold 28,Reykjavík,111,StigurMargeirsson@teleworm.us,415 9879,31,Black,Nurse specialist,Sammy's Record Shack,2000 Lancia Kappa,RapLives.is,B+,91.2,184,7/10/1988
1183,male,Baldur,Thoroddsen,Hagatorg 17,Reykjavík,101,BaldurThoroddsen@teleworm.us,429 9785,25,Blue,Jailer,New World,1995 Mercury Mystique,EverydayRisk.is,AB+,89.6,180,4/1/1994
1184,male,Runólfur,Bertelsson,Þjónustusvæði 7,Borgarfjörður,720,RunolfurBertelsson@gustr.com,467 4537,82,Blue,Fine arts photographer,Terra,1994 Audi A8,ProvidenceTattoos.is,A+,86.8,178,3/19/1937
1185,female,Loftveig,Grímsdóttir,Kringlan 11,Reykjavík,107,LoftveigGrimsdottir@superrito.com,419 7289,74,Blue,Trader,Sholl's Colonial Cafeteria,2001 Kia Magentis,ConcertMobile.is,B+,68.5,169,8/12/1945
1186,male,Vernharður,Ögmundsson,Vikurbraut 1,Grindavík,240,VernhardurOgmundsson@teleworm.us,412 7470,32,Blue,Dental technician,Deco Refreshments Inc.,2000 Chevrolet Malibu,KentuckyHockey.is,B-,98.8,189,8/29/1987
1187,male,Ríkharður,Kristleifsson,Keflavíkurgata 74,Reykjavík,129,RikhardurKristleifsson@cuvox.de,488 8139,67,Green,Petroleum refinery operator,Sun Foods,1994 Mitsubishi Sigma,NoMedication.is,O+,108.8,166,5/23/1952
1188,male,Ægir,Ástvaldsson,Höfðagata 34,Keflavíkurflugvöllur,235,AEgirAstvaldsson@rhyta.com,411 6683,50,Black,Operating room technician,Soul Sounds Unlimited,2006 Mazda 2,LandscapingClub.is,O+,69.7,177,1/20/1969
1189,male,Þórðr,Guðbjörnsson,Fjolnisgata 56,Akureyri,600,THordrGudbjornsson@gustr.com,486 2270,77,Green,Edition binding worker,d.e.m.o.,2005 Opel Vectra,TribuneCareers.is,O+,92.7,181,8/30/1942
1190,female,Björk,Guðbrandsdóttir,Dalbraut 52,Króksfjarðarnes,380,BjorkGudbrandsdottir@cuvox.de,446 0071,45,Purple,Assembler,Fayva,2011 Chevrolet Traverse,PrimaryValue.is,O+,68.2,174,2/26/1974
1191,female,Dagný,Lúthersdóttir,Sunnubraut 56,Búðardalur,371,DagnyLuthersdottir@rhyta.com,416 4987,60,Purple,Office and administrative support worker manager,Kent's,2001 Jaguar X-Type,TanningAlert.is,A+,57.1,159,12/1/1958
1192,female,Árvök,Friðleifsdóttir,Gardatorg 92,Garðabær,212,ArvokFridleifsdottir@gustr.com,430 6849,43,Blue,Intercity bus driver,Price Savers,1995 Rover MGF,MobileNightlife.is,B+,94.2,158,1/22/1976
1193,male,Sólveig,Steingrímsson,Höfðagata 80,Keflavíkurflugvöllur,235,SolveigSteingrimsson@jourrapide.com,424 0518,31,Blue,Neuropsychologist,Gantos,1992 Opel Vectra,CubeTest.is,O+,105.2,182,12/30/1987
1194,female,Iðunn,Alfreðsdóttir,Drangahrauni 81,Kópavogur,202,IdunnAlfredsdottir@armyspy.com,429 1976,37,Green,Utility meter reader,Children's Palace,2008 Ford E-150,Moteldoctor.is,O+,58.6,172,9/5/1982
1195,male,Sigurkarl,Másson,Ólafsbraut 68,Reykholt,320,SigurkarlMasson@einrot.com,479 9362,27,Red,Water conservationist,Aaronson Furniture,2006 Mercedes-Benz SLR McLaren,TrueLiberals.is,B+,86.7,189,8/26/1992
1196,female,Svava,Reynisdóttir,Kaupangsstræti 36,Þorlákshöfn,815,SvavaReynisdottir@teleworm.us,414 1423,78,Green,Light truck driver,Dream Home Real Estate Service,1996 Fiat Scudo,FinancialLimit.is,O+,50.9,159,5/8/1941
1197,male,Grímur,Víðisson,Sundabakki 26,Ólafsvík,355,GrimurVidisson@einrot.com,469 3551,58,Blue,Range scientist,Webcom Business Services,2012 Suzuki Grand Vitara,PrimoWeather.is,O+,65.6,180,10/26/1960
1198,female,Dýrleif,Eiríksdóttir,Borgarbraut 98,Mjóifjörður,715,DyrleifEiriksdottir@rhyta.com,415 4495,19,Red,Adjudicator,Pay'N Takeit,2008 Smart Ultimate 112,LodgingShop.is,B+,65.9,165,4/27/2000
1199,male,Guðmar,Tómasson,Strandgata 72,Eskifjörður,735,GudmarTomasson@fleckens.hu,477 4795,75,White,Quality control inspector,Crafts & More,2003 TVR Griffith,FakeMerchandise.is,A+,60,172,2/8/1944
1200,male,Sigurdór,Þorfinnsson,Solvellir 2,Breiðdalsvík,760,SigurdorTHorfinnsson@cuvox.de,461 2693,61,Blue,Instructional specialist,Sampson's,2015 Lexus IS 350 C,MommySeekers.is,A-,69.2,168,9/13/1958
1201,female,Lilja,Indriðadóttir,Austvaðsholti 37,Hella,851,LiljaIndridadottir@superrito.com,468 5570,36,Red,Coil taper,Atlas Architectural Designs,2010 Honda Pilot,ScannerSearch.is,A+,71.7,170,11/4/1982
1202,male,Gestur,Ingimarsson,Akurbraut 8,Akranes,301,GesturIngimarsson@rhyta.com,460 1087,81,Blue,Sales manager,Fradkin Brothers Furniture,2008 Chevrolet Express,AnalystBot.is,A+,92.8,179,10/25/1937
1203,male,Vignir,Hildisson,Kringlan 6,Reykjavík,107,VignirHildisson@fleckens.hu,424 0950,33,Green,Speech writer,Builders Square,2004 Mercedes-Benz Viano,NameSummit.is,A+,111.7,174,6/7/1986
1204,male,Stephan,Þórsson,Nesvegur 6,Reyðarfjörður,730,StephanTHorsson@fleckens.hu,434 4973,48,Blue,Chiropractic physician,Wilson's Jewelers,2014 Cadillac SRX,EatReviews.is,AB+,73.8,171,4/13/1971
1205,female,Díana,Bragadóttir,Sundabakki 74,Ólafsvík,355,DianaBragadottir@superrito.com,414 3380,33,Blue,Financial controller,Tweeter,1992 Nissan Sunny,CrookedDeals.is,O-,50.3,160,11/17/1985
1206,male,Sigursteinn,Traustason,Bjarkarstígur 80,Þingeyri,470,SigursteinnTraustason@armyspy.com,443 4759,80,Blue,Certified respiratory therapist,Bountiful Harvest Health Food Store,1992 Nissan Pulsar,CaymanClubs.is,O+,92.7,167,8/12/1939
1207,female,Fanndís,Sigurðardóttir,Guðmundsson 20,Flatey,345,FanndisSigurdardottir@armyspy.com,474 5951,72,Blue,Finance officer,Harold Powell,1992 Mitsubishi 3000GT,LacrosseFields.is,B+,62.2,153,11/10/1946
1208,male,Ásmundur,Svafarsson,Gardatorg 73,Garðabær,212,AsmundurSvafarsson@rhyta.com,453 4210,31,Green,Teacher aide,Datacorp,2008 Fiat Ducato,ReggaeTapes.is,A+,66.6,185,1/11/1988
1209,female,Ragnhildur,Finnbogadóttir,Vikurbraut 82,Grindavík,240,RagnhildurFinnbogadottir@gustr.com,487 4505,33,Purple,Embossing machine operator,Orion,2005 Isuzu Wizard,ZeroDividend.is,A-,48.4,163,6/25/1986
1210,male,Adam,Árnason,Ártún 92,Reykjavík,110,AdamArnason@einrot.com,471 1355,62,Blue,Transportation equipment painter,Big D Supermarkets,2005 Kia Pride Wagon,LocalTownhouses.is,O-,97.8,178,3/15/1957
1211,female,Sveinbjörg,Ellertsdóttir,Laugarvegur 71,Reykjavík,154,SveinbjorgEllertsdottir@jourrapide.com,475 1334,81,Blue,Handymen,Argus Tapes & Records,1995 Suzuki Swift,GolfBroadcaster.is,B+,48.4,165,7/17/1938
1212,female,Ragna,Gísladóttir,Súluvegur 28,Þórshöfn,681,RagnaGisladottir@teleworm.us,452 5402,27,Yellow,Mortician,Brilliant Home Designs,2009 Kia Carnival,CardDistributors.is,O+,75.5,155,7/12/1992
1213,female,Árný,Reynisdóttir,Breidamork 6,Hveragerði,810,ArnyReynisdottir@einrot.com,485 1853,37,Purple,Surgeon,Montana's Cookhouse,2008 Citroen Picasso,ShopPottery.is,O+,95.1,175,10/27/1981
1214,male,Örvar,Konráðsson,Borgarholtsbraut 70,Kópavogur,200,OrvarKonradsson@fleckens.hu,469 8340,54,Orange,Macroeconomist,Jacobs,2000 Volvo V70,MovieCaterers.is,O-,69.7,168,2/6/1965
1215,male,Þengill,Arnaldsson,Dalbraut 20,Króksfjarðarnes,380,THengillArnaldsson@jourrapide.com,486 5191,54,Blue,Corporate secretary,Helios Air,2007 Jeep Wrangler,WirelessDryer.is,O+,98.1,182,3/19/1965
1216,female,Selma,Jakobsdóttir,Egilsgata 24,Borgarnes,311,SelmaJakobsdottir@gustr.com,475 9805,76,Purple,Recreational therapist,A.J. August Fashion Wear,2007 Acura TSX,NameTrick.is,O+,53.3,169,12/4/1942
1217,female,Helga,Ingólfsdóttir,Kirkjubraut 89,Laugar,650,HelgaIngolfsdottir@dayrep.com,468 8227,25,Blue,Mail superintendent,Square Circle,2002 Dodge Intrepid,RunningConvention.is,O-,65.7,164,6/1/1994
1218,male,Hugi,Steindórsson,Aðalstræti 70,Stokkseyri,825,HugiSteindorsson@teleworm.us,410 4480,27,Blue,Tractor driver,G.I. Joe's,2000 Holden Berlina,PropertyPapers.is,B+,108,190,12/30/1991
1219,female,Sveinbjörg,Þorgrímsdóttir,Skogarlond 72,Eiðar,705,SveinbjorgTHorgrimsdottir@rhyta.com,410 2795,19,Yellow,Crop scientist,Handy City,1995 Lexus SC,ConventionPreview.is,B+,64.9,170,5/28/2000
1220,male,Þorkell,Ámundason,Laugarvegur 19,Reykjavík,154,THorkellAmundason@armyspy.com,475 8280,84,Blue,Airport tower controller,Food Barn,2008 Daihatsu Terios,PullCable.is,O+,100.7,162,8/10/1935
1221,female,Ásta,Magnúsdóttir,Hnjúkabyggð 92,Reykjavík,121,AstaMagnusdottir@einrot.com,462 5237,43,Blue,Network systems and data communications analyst,World Radio,2014 Infiniti QX80,QualitySeeker.is,O+,57.7,157,6/22/1976
1222,female,Iðunn,Atladóttir,Brekkustíg 9,Bakkafjörður,685,IdunnAtladottir@dayrep.com,464 6828,73,Blue,Cryptanalyst,Garden Master,2000 Jaguar XKR,BasicBling.is,O+,80.8,154,7/3/1946
1223,female,Rannveig,Ingadóttir,Fitjabraut 35,Keflavík,230,RannveigIngadottir@gustr.com,430 8034,53,Green,Copy marker,Prestigabiz,2009 Alfa Romeo Spider,PromotionalLoans.is,B+,72.1,172,10/1/1965
1224,female,Þórunn,Hallmundsdóttir,Midhraun 68,Garðabær,210,THorunnHallmundsdottir@rhyta.com,425 9441,42,Purple,Landscape architect,Buckeye Furniture,2000 Subaru Impreza,HDTVMall.is,A+,53.2,160,7/19/1977
1225,male,Kolbeinn,Valgarðsson,Hafnargata 95,Fáskrúðsfjörður,750,KolbeinnValgardsson@gustr.com,454 2363,28,Blue,Substance abuse social worker,Two Pesos,1996 Honda CRX,MotelEPhone.is,O+,102.7,169,9/28/1990
1226,female,Lísa,Ingveldardóttir,Akurbraut 44,Akranes,301,LisaIngveldardottir@armyspy.com,437 1400,84,Orange,Pediatric dentist,Atlas Realty,2007 Renault Clio,ToySearcher.is,A+,79.5,155,4/10/1935
1227,female,Lovísa,Jakobsdóttir,Klausturvegur 81,Ísafjörður,401,LovisaJakobsdottir@rhyta.com,458 2088,26,Red,Cost/investment recovery technician,CompuAdd,1996 Venturi Atlantique,CommunicationTree.is,O+,71.2,159,2/18/1993
1228,male,Leó,Lúðvígsson,Borgarbraut 51,Mjóifjörður,715,LeoLudvigsson@cuvox.de,461 3979,42,Blue,Professional property manager,Helping Hand,2006 Mini Cooper,SplashRoom.is,B+,100.5,167,12/5/1976
1229,male,Adolf,Mikaelsson,Þorsteinsgata 32,Neskaupstaður,740,AdolfMikaelsson@einrot.com,432 1613,57,Red,Marshal,Magna Consulting,2009 BMW 740,Primeville.is,A+,70.3,167,12/5/1961
1230,female,Hildigunn,Halldórsdóttir,Byggðavegur 6,Stykkishólmur,340,HildigunnHalldorsdottir@rhyta.com,447 2653,24,Purple,Mail sorter,Gamma Realty,1993 Chrysler Viper,OldBit.is,A+,96.6,157,10/18/1994
1231,male,Vilbergur,Ingólfsson,Geislagata 34,Hofsós,565,VilbergurIngolfsson@fleckens.hu,476 8352,36,Blue,Purchase-and-sales clerk,Video Concepts,1997 Ford Ka,DCOnly.is,AB+,107.7,186,12/20/1982
1232,female,Petrína,Héðinsdóttir,Sorlaskeid 34,Hafnafjörður,220,PetrinaHedinsdottir@superrito.com,450 6489,36,Blue,Psychiatric technician,Pro Property Maintenance,1992 Buick LeSabre,SnowCities.is,A+,78.3,164,3/28/1983
1233,male,Þorsteinn,Bogason,Hafnarstraeti 68,Akureyri,603,THorsteinnBogason@superrito.com,419 5060,33,Black,Golf course architect,Clemens Markets,2003 Ford Puma,GroundTransfer.is,AB+,62.2,172,12/7/1985
1234,female,Stefanía,Ívarsdóttir,Hafnarstraeti 31,Akureyri,603,StefaniaIvarsdottir@jourrapide.com,438 2025,22,Blue,Customer service representative,National Auto Parts,2000 Opel Meriva,PublishingAlert.is,A-,51.3,174,8/18/1997
